vehicle_id,day,failure_mode,dtc_code,degradation_factor,days_to_dtc,label_binary,label_severity
LABELED-0008,37,,,0.0,,0,healthy
LABELED-0008,38,,,0.0,,0,healthy
LABELED-0008,39,,,0.0,,0,healthy
LABELED-0008,40,,,0.0,,0,healthy
LABELED-0008,41,,,0.0,,0,healthy
LABELED-0008,42,,,0.0,,0,healthy
LABELED-0008,43,,,0.0,,0,healthy
LABELED-0008,44,,,0.0,,0,healthy
LABELED-0008,45,,,0.0,,0,healthy
LABELED-0008,46,,,0.0,,0,healthy
LABELED-0008,47,,,0.0,,0,healthy
LABELED-0008,48,,,0.0,,0,healthy
LABELED-0008,49,,,0.0,,0,healthy
LABELED-0008,50,,,0.0,,0,healthy
LABELED-0008,51,,,0.0,,0,healthy
LABELED-0008,52,,,0.0,,0,healthy
LABELED-0008,53,,,0.0,,0,healthy
LABELED-0008,54,,,0.0,,0,healthy
LABELED-0008,55,,,0.0,,0,healthy
LABELED-0008,56,,,0.0,,0,healthy
LABELED-0008,57,,,0.0,,0,healthy
LABELED-0008,58,,,0.0,,0,healthy
LABELED-0008,59,,,0.0,,0,healthy
LABELED-0009,0,,,0.0,,0,healthy
LABELED-0009,1,,,0.0,,0,healthy
LABELED-0009,2,,,0.0,,0,healthy
LABELED-0009,3,,,0.0,,0,healthy
LABELED-0009,4,,,0.0,,0,healthy
LABELED-0009,5,,,0.0,,0,healthy
LABELED-0009,6,,,0.0,,0,healthy
LABELED-0009,7,,,0.0,,0,healthy
LABELED-0009,8,,,0.0,,0,healthy
LABELED-0009,9,,,0.0,,0,healthy
LABELED-0009,10,,,0.0,,0,healthy
LABELED-0009,11,,,0.0,,0,healthy
LABELED-0009,12,,,0.0,,0,healthy
LABELED-0009,13,,,0.0,,0,healthy
LABELED-0009,14,,,0.0,,0,healthy
LABELED-0009,15,,,0.0,,0,healthy
LABELED-0009,16,,,0.0,,0,healthy
LABELED-0009,17,,,0.0,,0,healthy
LABELED-0009,18,,,0.0,,0,healthy
LABELED-0009,19,,,0.0,,0,healthy
LABELED-0009,20,,,0.0,,0,healthy
LABELED-0009,21,,,0.0,,0,healthy
LABELED-0009,22,,,0.0,,0,healthy
LABELED-0009,23,,,0.0,,0,healthy
LABELED-0009,24,,,0.0,,0,healthy
LABELED-0009,25,,,0.0,,0,healthy
LABELED-0009,26,,,0.0,,0,healthy
LABELED-0009,27,,,0.0,,0,healthy
LABELED-0009,28,,,0.0,,0,healthy
LABELED-0009,29,,,0.0,,0,healthy
LABELED-0009,30,,,0.0,,0,healthy
LABELED-0009,31,,,0.0,,0,healthy
LABELED-0009,32,,,0.0,,0,healthy
LABELED-0009,33,,,0.0,,0,healthy
LABELED-0009,34,,,0.0,,0,healthy
LABELED-0009,35,,,0.0,,0,healthy
LABELED-0009,36,,,0.0,,0,healthy
LABELED-0009,37,,,0.0,,0,healthy
LABELED-0009,38,,,0.0,,0,healthy
LABELED-0009,39,,,0.0,,0,healthy
LABELED-0009,40,,,0.0,,0,healthy
LABELED-0009,41,,,0.0,,0,healthy
LABELED-0009,42,,,0.0,,0,healthy
LABELED-0009,43,,,0.0,,0,healthy
LABELED-0009,44,,,0.0,,0,healthy
LABELED-0009,45,,,0.0,,0,healthy
LABELED-0009,46,,,0.0,,0,healthy
LABELED-0009,47,,,0.0,,0,healthy
LABELED-0009,48,,,0.0,,0,healthy
LABELED-0009,49,,,0.0,,0,healthy
LABELED-0009,50,,,0.0,,0,healthy
LABELED-0009,51,,,0.0,,0,healthy
LABELED-0009,52,,,0.0,,0,healthy
LABELED-0009,53,,,0.0,,0,healthy
LABELED-0009,54,,,0.0,,0,healthy
LABELED-0009,55,,,0.0,,0,healthy
LABELED-0009,56,,,0.0,,0,healthy
LABELED-0009,57,,,0.0,,0,healthy
LABELED-0009,58,,,0.0,,0,healthy
LABELED-0009,59,,,0.0,,0,healthy
LABELED-0010,0,,,0.0,,0,healthy
LABELED-0010,1,,,0.0,,0,healthy
LABELED-0010,2,,,0.0,,0,healthy
LABELED-0010,3,,,0.0,,0,healthy
LABELED-0010,4,,,0.0,,0,healthy
LABELED-0010,5,,,0.0,,0,healthy
LABELED-0010,6,,,0.0,,0,healthy
LABELED-0010,7,,,0.0,,0,healthy
LABELED-0010,8,,,0.0,,0,healthy
LABELED-0010,9,,,0.0,,0,healthy
LABELED-0010,10,,,0.0,,0,healthy
LABELED-0010,11,,,0.0,,0,healthy
LABELED-0010,12,,,0.0,,0,healthy
LABELED-0010,13,,,0.0,,0,healthy
LABELED-0010,14,,,0.0,,0,healthy
LABELED-0010,15,,,0.0,,0,healthy
LABELED-0010,16,,,0.0,,0,healthy
LABELED-0010,17,,,0.0,,0,healthy
LABELED-0010,18,,,0.0,,0,healthy
LABELED-0010,19,,,0.0,,0,healthy
LABELED-0010,20,,,0.0,,0,healthy
LABELED-0010,21,,,0.0,,0,healthy
LABELED-0010,22,,,0.0,,0,healthy
LABELED-0010,23,,,0.0,,0,healthy
LABELED-0010,24,,,0.0,,0,healthy
LABELED-0010,25,,,0.0,,0,healthy
LABELED-0010,26,,,0.0,,0,healthy
LABELED-0010,27,,,0.0,,0,healthy
LABELED-0010,28,,,0.0,,0,healthy
LABELED-0010,29,,,0.0,,0,healthy
LABELED-0010,30,,,0.0,,0,healthy
LABELED-0010,31,,,0.0,,0,healthy
LABELED-0010,32,,,0.0,,0,healthy
LABELED-0010,33,,,0.0,,0,healthy
LABELED-0010,34,,,0.0,,0,healthy
LABELED-0010,35,,,0.0,,0,healthy
LABELED-0010,36,,,0.0,,0,healthy
LABELED-0010,37,,,0.0,,0,healthy
LABELED-0010,38,,,0.0,,0,healthy
LABELED-0010,39,,,0.0,,0,healthy
LABELED-0010,40,,,0.0,,0,healthy
LABELED-0010,41,,,0.0,,0,healthy
LABELED-0010,42,,,0.0,,0,healthy
LABELED-0010,43,,,0.0,,0,healthy
LABELED-0010,44,,,0.0,,0,healthy
LABELED-0010,45,,,0.0,,0,healthy
LABELED-0010,46,,,0.0,,0,healthy
LABELED-0010,47,,,0.0,,0,healthy
LABELED-0010,48,,,0.0,,0,healthy
LABELED-0010,49,,,0.0,,0,healthy
LABELED-0010,50,,,0.0,,0,healthy
LABELED-0010,51,,,0.0,,0,healthy
LABELED-0010,52,,,0.0,,0,healthy
LABELED-0010,53,,,0.0,,0,healthy
LABELED-0010,54,,,0.0,,0,healthy
LABELED-0010,55,,,0.0,,0,healthy
LABELED-0010,56,,,0.0,,0,healthy
LABELED-0010,57,,,0.0,,0,healthy
LABELED-0010,58,,,0.0,,0,healthy
LABELED-0010,59,,,0.0,,0,healthy
